N,P,K,temp,pH,Location
15,9,11,11.54785707,7.907956251,gujrat
29,11,5,23.13338811,7.639788459,mianwali
1,15,9,29.98364695,7.53350946,bakar
18,5,11,20.87947369,6.251586885,tobataiksingh
14,22,9,17.24944623,6.543191814,faisalabad
33,15,7,15.83388699,7.651225301,jhang
4,6,7,23.01014302,6.708889665,narowall
17,16,14,16.39624284,6.625538653,multan
12,20,10,24.45132792,6.528354932,khanewal
34,29,8,31.87859192,6.450640306,lodhran
39,28,10,31.34920143,7.181907673,jhang
31,25,12,18.05142392,7.016482298,jhang
12,6,8,30.84835031,6.388617138,jhang
12,29,13,22.45616931,7.57125447,jhang
26,11,11,13.70319166,7.609348255,bakar
19,24,15,20.48954522,7.137136973,bakar
39,21,9,13.20844373,6.354022554,bakar
16,29,13,32.31944397,6.196907944,gujrat
36,29,13,20.68185224,7.829507245,gujrat
37,23,12,31.52675982,6.395258356,gujrat
39,9,15,25.35467646,7.992041984,ryk
31,5,14,17.66545409,6.583411671,bahawalnagar
18,12,8,12.59093977,6.206053072,bwp
20,20,10,11.86631922,6.976997772,rajanpur
5,8,5,11.03367937,6.562594972,digikhan
20,8,12,25.2990432,7.260416405,layyah
25,21,11,32.23797837,6.460044778,m.garh
14,19,14,17.68408797,6.699164936,vihari
37,18,12,10.2708877,7.401121811,khanewal
26,15,6,17.22034507,6.912033409,lodhran
13,22,5,19.667056,7.764040111,multan
32,25,9,10.35609594,7.796034006,pakpatan
19,7,9,27.255435,6.969883483,sahiwal
28,7,9,34.5917846,6.730757538,okara
24,30,11,32.39523995,6.601395755,kasur
7,17,10,10.16431299,6.465913274,lahore
18,23,8,21.49118657,6.41354791,nankana sahib
7,20,12,16.53460397,6.475275337,shekupora
20,23,11,31.8520694,6.407715561,hafizabad
18,14,11,28.04799508,6.550814117,gujranwala
34,11,10,31.75048899,7.36220835,narowall
20,29,10,29.07412717,7.36549204,sialkot
37,24,13,19.14381903,7.8546243,gujrat
12,8,10,16.14820285,7.995848977,gujrat
34,10,14,34.05296914,6.725600855,gujrat
6,13,9,34.51423957,7.786725333,chainiot
27,30,5,32.71748548,7.656978112,jhang
13,8,12,25.16296632,7.105904818,faisalabad
6,7,7,27.68167318,7.199106204,bakar
40,17,15,21.35093384,7.871063004,mianwali
31,26,9,11.69894639,7.566165721,sialkot
61,68,50,35.21462816,6.793245417,attock
58,46,45,42.39413392,6.576261427,rawalpindi 
45,47,55,38.4191628,6.751452932,isl
39,65,53,35.33294932,6.560743093,jehlum
31,68,45,42.92325255,6.938313356,chakwall
70,68,45,33.83508569,6.991626158,sarjodha
68,62,50,33.20258348,6.977700268,khushab
34,65,47,23.48546973,6.833768535,mianwali
38,68,54,29.33710543,6.739170045,bakar
69,64,47,40.21199348,6.993473247,faisalabad
58,51,47,42.13473976,6.757470637,tobataiksingh
59,47,53,32.86316618,6.850663232,jhang
44,64,54,29.80744318,6.74274935,gujrat
56,57,48,31.56213762,6.506120752,m.b.din
69,60,54,36.32268069,6.98992719,sialkot
56,58,49,37.13165026,6.69215564,narowall
49,55,53,38.4418717,6.544029776,gujranwala
38,51,52,32.66160599,6.927803911,hafizabad
54,65,47,27.92765919,6.721835879,shekupora
57,57,51,39.01793345,6.99223441,nankana sahib
39,52,53,32.51247398,6.704204398,lahore
58,67,45,38.72382798,6.702424548,kasur
61,64,52,43.30204933,6.641098708,okara
34,62,55,27.58548913,6.585346229,sahiwal
31,48,45,40.78881819,6.563134737,pakpatan
47,46,52,23.19451074,6.502289473,multan
32,68,52,32.68067385,6.800321319,lodhran
36,59,46,34.28879307,6.721130543,khanewal
61,51,51,39.30050027,6.574677594,vihari
70,54,46,39.73149053,6.919342407,muzafargarh
44,56,49,39.23342464,6.519779583,layyah
34,68,51,27.34734861,6.687088098,d.g.khan
50,59,47,40.76998685,6.747975732,rajanpur
39,70,52,26.26559543,6.65149129,bahawalnagar
34,61,49,28.12971499,6.502675132,ryk
44,60,55,34.2804607,6.825371185,bahawalnagar
31,62,52,33.7960155,6.99104104,gujrat
65,62,51,31.53243779,6.511624841,m.b.din
44,57,53,42.30495821,6.93172108,sialkot
50,47,48,24.63676897,6.712772333,narowall
43,50,48,28.28222883,6.63016515,gujranwala
60,46,53,24.48620746,6.761953186,hafizabad
70,68,55,42.84609252,6.691202286,shekupora
59,62,52,43.67549305,6.608667684,nankana sahib
60,58,51,42.07213781,6.840802254,lahore
42,60,47,33.46873719,6.834808348,kasur
35,66,47,31.7018373,6.953439161,okara
34,65,48,41.41968393,6.665024508,sahiwal
36,54,46,42.54744013,6.662875839,pakpatan
39,64,52,28.91842453,6.678695788,multan
37,52,47,43.08022702,6.54277684,lodhran
33,47,46,29.20300896,6.839443833,khanewal
34,48,48,41.04224355,6.805277038,vihari
49,54,50,25.62446619,6.762522087,muzafargarh
40,65,49,35.32876402,6.678449318,layyah
68,52,49,24.42561272,6.577192175,d.g.khan
50,46,52,31.18298415,6.734005648,rajanpur
65,63,50,31.88342554,6.524459342,bahawalnagar
40,49,47,42.93368602,6.501521192,ryk
42,53,48,23.11407669,6.758479569,bahawalnagar
49,55,51,24.87212063,6.676578778,attock
59,62,49,43.36051537,6.941496806,rawalpindi 
63,58,47,26.83054058,6.864143752,isl
70,65,52,30.42012134,6.583528529,jehlum
63,50,52,28.64555584,6.751747609,chakwall
40,64,47,32.50037548,6.893509446,sarjodha
63,58,50,43.03714283,6.720744449,khushab
45,58,49,30.10773379,6.827812549,mianwali
66,69,47,23.69212243,6.912299695,bakar
54,67,52,35.67667332,6.586107335,faisalabad
69,67,52,27.71948962,6.827305908,tobataiksingh
67,68,49,35.26824831,6.821774589,jhang
45,57,47,23.16855863,6.656458831,gujrat
56,50,52,33.08706051,6.770384816,m.b.din
70,50,53,37.4620912,6.933809743,sialkot
44,47,45,38.73218907,6.579441304,narowall
50,60,47,32.57720726,6.92791761,gujranwala
52,51,53,38.38231475,6.985804083,hafizabad
35,68,45,42.93605359,6.612429546,shekupora
68,69,52,25.65492304,6.813383387,nankana sahib
32,55,52,37.58899717,6.9677596,lahore
32,55,51,29.60718808,6.57398033,m.b.din
48,62,47,25.34756111,6.803094965,sialkot
39,69,53,25.9300384,6.964955435,narowall
49,61,45,32.76795887,6.764213299,gujranwala
48,57,54,29.02328049,6.617703178,hafizabad
69,66,49,40.00439101,6.52711001,shekupora
53,55,55,33.32315744,6.709668804,nankana sahib
38,61,52,31.22790131,6.620729882,lahore
57,64,55,26.68386496,6.583760499,kasur
51,57,55,24.70528368,6.676407337,okara
56,65,45,38.2016825,6.751298936,sahiwal
54,66,52,36.56769731,6.867554147,pakpatan
58,55,47,26.05375792,6.742490027,multan
68,70,54,31.29986342,6.986228647,lodhran
42,59,55,40.10207731,6.979102243,khanewal
43,64,47,38.58954491,6.825664782,vihari
35,67,49,41.31330062,6.617066674,muzafargarh
56,59,55,37.03551903,6.551892638,layyah
39,64,53,23.0124018,6.598860305,d.g.khan
18,30,29,26.7627493,6.420018717,ryk
37,23,28,25.61294367,5.740054567,bahawalnagar
13,28,33,28.130115,5.686972967,bwp
2,21,35,25.02887163,6.293662363,rajanpur
10,18,35,27.79797651,6.381975465,digikhan
7,11,32,29.25902906,5.542169139,layyah
39,5,31,27.10134661,5.551963184,m.garh
34,6,27,25.84726298,5.860740481,vihari
31,30,29,26.58580443,5.558807063,khanewal
25,7,35,28.38503882,5.55771171,lodhran
16,18,26,28.43647052,5.568365926,multan
26,10,33,28.27298134,6.07071786,pakpatan
27,8,32,27.00648436,5.627860549,sahiwal
37,18,30,27.63551259,6.38488418,okara
19,15,34,26.29644905,5.685889066,kasur
0,19,33,27.1326009,6.234458417,lahore
31,20,26,25.56567803,6.443168642,nankana sahib
9,17,32,25.94951662,5.842317989,shekupora
22,11,29,28.03380598,5.955742971,hafizabad
31,6,26,29.12859129,5.741367375,gujranwala
34,6,30,27.0828252,5.948342571,narowall
24,6,32,28.11321494,6.387067562,sialkot
1,8,26,27.5136304,5.562911913,gujrat
31,13,33,27.63834933,5.85971872,gujrat
10,9,28,29.01256899,6.282955073,gujrat
36,27,26,26.58413917,6.25449571,chainiot
38,24,33,28.28905147,5.973853124,jhang
11,6,25,28.69164799,6.081568052,faisalabad
16,14,30,29.70931288,6.37466756,bakar
33,14,35,27.14865285,6.027707171,mianwali
16,6,29,29.28725038,5.868285082,sialkot
32,11,31,25.06871967,6.205931638,gujrat
38,14,30,26.92449525,5.570745386,gujrat
8,6,33,28.27804288,6.095261013,gujrat
23,6,33,29.18032562,6.025789594,chainiot
29,25,35,28.3575072,5.542873799,jhang
24,14,33,29.38072512,6.366219551,faisalabad
32,12,30,25.39241091,5.579845008,bakar
30,25,31,26.31270635,5.804965067,mianwali
14,21,35,29.52501367,6.121005506,rajanpur
27,22,29,28.83214859,6.000248647,digikhan
40,5,29,28.48444906,5.820978791,layyah
17,11,32,28.74013335,5.620733794,m.garh
30,30,35,25.00872392,6.001936419,vihari
28,10,30,29.8690834,6.305740522,khanewal
39,7,29,27.54273211,6.362544111,lodhran
32,20,35,26.52166434,5.588655387,multan
7,15,32,25.03512351,6.182232762,pakpatan
29,17,29,29.20394909,5.959493188,sahiwal
34,15,34,27.05826457,5.677282678,gujrat
14,23,25,26.18552389,5.612122797,mianwali
18,19,29,27.59376845,6.206077742,bakar
7,21,35,25.76011662,5.764812076,tobataiksingh
24,27,34,28.87862994,6.203376525,faisalabad
39,29,29,26.50908611,6.143662699,jhang
29,8,28,26.87037587,6.100429497,narowall
10,24,27,27.57283516,5.708409601,multan
0,29,32,28.05912437,5.868255858,khanewal
32,11,31,29.51611558,6.461225827,lodhran
37,10,32,28.96318258,6.165084855,jhang
20,29,27,25.09897688,6.047044342,jhang
31,29,35,27.1872282,6.137102505,jhang
17,30,27,29.03065024,5.894027065,jhang
1,12,30,27.754298,5.56222383,bakar
6,13,29,27.31155708,5.832608028,bakar
15,28,32,28.84270971,6.218571874,bakar
27,24,29,26.61423461,6.142010637,gujrat
3,23,30,29.70143197,6.078807239,gujrat
8,26,26,25.54759871,5.702484758,gujrat
20,28,26,26.37978453,5.547594847,ryk
26,18,27,27.45907759,5.836075368,bahawalnagar
1,6,35,27.02269204,6.231662767,bwp
27,30,31,28.98545306,5.718120393,rajanpur
23,7,34,26.1055118,5.852038202,digikhan
0,26,31,25.0707247,5.547933273,layyah
38,6,25,25.54963273,6.156259104,m.garh
25,12,26,28.56973521,6.436314406,vihari
40,5,32,26.07010807,5.981169595,khanewal
0,19,31,25.51791333,6.271952833,lodhran
26,9,32,25.9490364,6.470465614,multan
35,30,34,28.2974764,6.141502001,pakpatan
19,30,30,29.56549169,5.826381164,sahiwal
31,13,33,29.69952329,6.342463714,okara
17,29,26,26.14162144,6.071897347,kasur
2,30,30,26.00175125,6.331051715,lahore
30,13,25,27.15116142,6.413184638,nankana sahib
8,15,33,28.97318719,5.50158009,shekupora
18,12,35,26.13958446,6.338720873,hafizabad
8,28,30,25.51618488,6.015672239,gujranwala
40,22,29,27.55821802,5.735364307,narowall
27,10,33,27.81132822,6.465906333,sialkot
21,20,31,25.60033702,5.855457599,gujrat
3,9,35,26.91641934,6.318552973,gujrat
22,16,27,29.1797902,6.006784979,gujrat
27,8,30,26.44600063,6.008386283,chainiot
22,8,33,28.43572863,5.665785202,jhang
28,27,32,28.94099669,5.764615485,faisalabad
23,21,26,26.45488737,5.901495544,bakar
37,5,34,25.79490531,5.779032666,mianwali
19,26,29,26.93141945,5.67154928,sialkot
133,47,24,24.40228894,7.231324765,attock
136,36,20,23.09595631,6.925412377,rawalpindi 
104,47,18,23.9656349,7.633437412,isl
133,47,23,24.88738107,6.827354668,jehlum
126,38,23,25.36243778,6.176716425,chakwall
126,50,19,24.69457084,6.628722836,sarjodha
113,41,20,25.0017188,7.256877571,khushab
121,45,22,22.45942937,6.443785385,mianwali
121,47,16,23.60564038,7.723240151,bakar
129,60,22,24.58453146,5.947448589,faisalabad
107,45,25,23.0865933,7.227745516,tobataiksingh
122,59,18,23.5000992,6.219469084,jhang
140,38,15,24.1472953,6.021439523,gujrat
102,49,21,24.69315538,6.253343655,m.b.din
111,40,25,24.484692,6.187455799,sialkot
131,35,18,24.49112609,7.057693366,narowall
135,43,16,23.47986888,6.720449769,gujranwala
100,46,18,24.18586246,6.431689506,hafizabad
123,39,24,25.00755095,7.453106264,shekupora
117,56,15,25.99237426,7.368258226,nankana sahib
121,36,24,23.66457347,7.352401887,lahore
101,58,18,25.66891439,6.652143699,kasur
107,42,24,22.04612876,6.144631795,okara
100,41,22,22.4204752,7.318802162,sahiwal
125,39,21,25.03149561,7.954629324,pakpatan
105,60,23,23.53371386,6.207652157,multan
102,46,19,22.77076388,6.631005298,lodhran
131,49,22,25.49848236,7.306918817,khanewal
139,35,15,25.248679,5.898293044,vihari
108,36,19,22.78249615,7.238566893,muzafargarh
118,45,23,23.37044424,7.977651226,layyah
107,51,22,24.86560781,5.983075895,d.g.khan
125,60,17,24.14386157,6.785723961,rajanpur
113,37,20,25.03300222,7.393441155,bahawalnagar
131,52,16,23.65724079,6.486068274,ryk
115,48,16,25.54359718,7.175934962,bahawalnagar
113,38,25,22.00085141,7.388265888,gujrat
111,41,18,23.64328417,6.10539819,m.b.din
111,53,19,23.96436009,6.419536555,sialkot
122,48,16,24.65425757,6.307585854,narowall
108,46,17,24.3017998,6.93221485,gujranwala
132,41,22,24.29144926,7.810865753,hafizabad
103,42,17,24.29470232,6.527541661,shekupora
133,50,25,25.72180042,7.569454601,nankana sahib
127,37,18,24.87663664,7.041065585,lahore
110,39,25,22.60612115,7.208795456,kasur
131,38,19,23.86814008,6.814341946,okara
108,38,24,23.41022496,7.442217061,sahiwal
122,40,17,24.96440768,6.854558957,pakpatan
111,50,15,25.16820129,7.884550475,multan
140,40,17,22.72767171,6.006085786,lodhran
100,40,20,22.45145981,7.432043735,khanewal
123,50,16,23.04920461,6.498052108,vihari
107,36,21,25.29250148,6.205263534,muzafargarh
118,50,19,22.95604064,6.360812227,layyah
103,51,20,22.80213132,7.046607434,d.g.khan
133,57,19,23.54234715,7.947011366,rajanpur
129,47,20,24.41212325,6.281913858,bahawalnagar
116,52,19,22.94276687,6.114525877,ryk
114,40,23,25.53676123,6.753978061,bahawalnagar
131,60,17,25.32023717,7.425041316,attock
107,43,18,22.426733,6.745104394,rawalpindi 
123,44,21,25.78544484,7.641116569,isl
112,49,25,25.68959532,6.470135478,jehlum
119,44,15,22.14593688,7.091992365,chakwall
130,59,19,25.07278712,6.520403794,sarjodha
127,53,24,22.21506982,6.127939628,khushab
134,52,18,23.9643129,7.994679507,mianwali
109,36,18,25.40059227,7.524707577,bakar
100,48,17,23.7805123,7.827877818,faisalabad
132,52,19,24.16402322,6.436691764,tobataiksingh
102,37,25,25.31468463,5.907930899,jhang
111,39,22,22.60361557,6.135025006,gujrat
117,51,15,22.9535715,6.044556594,m.b.din
136,36,24,22.74446976,7.59781958,sialkot
134,56,18,23.80834611,6.691268104,narowall
112,54,15,25.46228792,6.175492306,gujranwala
105,56,15,25.96779712,7.272316209,hafizabad
140,45,15,25.5308271,5.801047545,shekupora
126,46,25,24.43847399,6.757457943,nankana sahib
106,49,24,23.03887865,6.983395573,lahore
121,53,19,23.51308653,7.976889498,m.b.din
108,60,17,22.75805656,6.558902588,sialkot
116,56,17,24.71252544,7.979090365,narowall
100,52,19,23.45969093,7.903528673,gujranwala
129,43,16,25.5503704,6.73210948,hafizabad
118,44,23,22.08458267,6.691690476,shekupora
117,43,25,24.68854799,7.839849298,nankana sahib
126,37,21,25.84997269,6.61448588,lahore
120,48,16,22.46054478,7.456971816,kasur
102,45,16,23.65629976,7.2942193,okara
131,56,20,22.00817088,7.762647875,sahiwal
114,40,17,24.32630461,6.363406102,pakpatan
101,37,18,22.92360984,7.63737841,multan
106,46,20,23.43821725,6.200671976,lodhran
113,38,20,22.10718988,6.364729934,khanewal
102,53,21,23.03814028,6.913678684,vihari
110,39,18,24.54795322,7.766259769,muzafargarh
107,58,15,23.73868041,7.55606399,layyah
120,60,15,22.31871914,7.288377241,d.g.khan
89,47,38,25.52468965,6.002524871,ryk
60,37,39,26.59104992,6.033485257,bahawalnagar
63,41,45,25.29781791,7.121933579,bwp
86,40,39,25.72100868,6.207459637,rajanpur
96,41,40,23.58419277,6.090060478,digikhan
100,35,36,25.31042337,6.346715209,layyah
63,37,43,23.41798979,6.661957897,m.garh
70,43,40,24.35564134,6.176860192,vihari
67,55,44,26.284017,7.251847296,khanewal
74,40,40,25.13842773,6.386259978,lodhran
89,53,44,24.88692811,7.319735475,multan
74,46,45,25.75734909,6.025028997,pakpatan
89,41,38,23.12844351,6.344751947,sahiwal
60,55,40,24.9949957,7.02777956,okara
67,43,38,25.21622704,7.299304715,kasur
70,38,35,24.39736241,7.014063944,lahore
74,49,38,23.31410442,7.488014404,nankana sahib
90,40,39,25.72668885,6.626503893,shekupora
82,35,44,26.96656378,6.239011,hafizabad
73,45,37,23.70467146,6.742688094,gujranwala
85,53,38,24.90075709,6.588017308,narowall
81,56,36,23.39605743,7.097586415,sialkot
84,55,38,26.8748389,6.956682743,gujrat
80,45,42,23.1426498,7.380396262,gujrat
76,54,45,24.29496635,6.176618831,gujrat
76,56,39,24.39459498,6.551130445,chainiot
81,40,45,25.7629429,6.427726565,jhang
76,44,45,25.4879684,6.740947635,faisalabad
69,47,40,25.37122686,6.130136384,bakar
82,40,45,26.21312799,6.667633355,mianwali
69,57,35,24.30748599,6.186814392,sialkot
81,36,38,23.76554749,6.334837865,gujrat
67,60,38,24.79853023,7.16214284,gujrat
72,51,40,23.20683504,7.422318499,gujrat
65,39,45,23.66805429,6.768001309,chainiot
78,50,43,25.12417673,6.348441469,jhang
77,52,41,23.89069041,6.097294061,faisalabad
89,52,42,23.09433785,6.14132902,bakar
62,49,37,24.21744605,7.479248124,mianwali
90,48,45,24.06475727,6.509174789,rajanpur
66,47,36,24.85441411,6.57256106,digikhan
80,52,39,26.41915161,7.165696848,layyah
89,52,45,24.89326318,7.207457208,m.garh
77,51,44,23.25583402,7.124333547,vihari
94,37,41,24.7634518,6.463538707,khanewal
75,41,35,24.97042599,6.856833064,lodhran
60,55,36,26.12797248,7.132389299,multan
62,56,35,25.97825807,6.235357638,pakpatan
84,40,42,26.2830571,6.704273839,sahiwal
100,56,40,26.38905406,7.433313409,gujrat
75,56,44,25.2746335,6.109478059,mianwali
78,46,42,23.09499564,7.095413294,bakar
82,48,36,25.79351957,6.352076783,tobataiksingh
100,58,41,23.17403323,6.658769991,faisalabad
88,50,40,25.63215038,7.051822472,jhang
67,41,40,25.848795,7.333143205,narowall
72,42,43,26.56767277,6.352771037,multan
89,40,43,26.24532085,7.124050134,khanewal
89,57,43,26.91515043,6.998787171,lodhran
61,41,44,24.36972377,6.537914958,jhang
79,45,43,25.71901283,7.171054239,jhang
84,40,43,25.01157559,7.228268228,jhang
98,43,35,25.40785911,7.319952206,jhang
75,36,44,23.28081,6.613341343,bakar
89,58,35,23.98651719,6.096838784,bakar
91,41,37,24.48556447,6.132570523,bakar
77,48,36,25.86705009,7.36008498,gujrat
66,58,35,23.5643831,7.321619041,gujrat
62,59,41,24.2248758,7.175170657,gujrat
82,35,35,25.49386782,7.299076163,ryk
61,41,35,24.97178693,6.842966479,bahawalnagar
99,57,38,24.80624984,6.356295568,bwp
70,42,43,23.16814977,6.508342839,rajanpur
90,59,35,24.25133493,7.098227926,digikhan
73,43,42,26.58361011,6.310699968,layyah
67,46,44,26.82489244,7.093328631,m.garh
84,37,42,25.49674786,6.691074249,vihari
72,41,36,24.09874353,6.187746776,khanewal
71,56,37,23.18866654,6.491506245,lodhran
64,53,38,26.24347471,6.855362875,multan
65,54,39,23.75091572,7.124571593,pakpatan
60,58,37,26.13871511,6.067302109,sahiwal
86,39,43,26.14576648,6.432051512,okara
90,50,44,26.91643698,6.253408852,kasur
91,38,36,26.5232969,7.287318723,lahore
87,48,38,23.81579631,7.161865733,nankana sahib
72,41,36,26.50838667,6.065898283,shekupora
71,54,35,26.63952463,7.311077075,hafizabad
82,46,41,23.3250131,6.581693772,gujranwala
71,52,43,26.47549543,6.732826127,narowall
80,43,43,23.78756036,6.014572075,sialkot
77,55,43,25.49941707,6.663559451,gujrat
95,57,41,23.24925555,6.434610995,gujrat
63,47,35,26.98582182,7.432768147,gujrat
93,43,38,23.61475336,6.987332927,chainiot
87,44,43,23.87484465,6.718725189,jhang
88,52,39,23.92887902,6.880204617,faisalabad
90,39,37,24.81441246,6.86106911,bakar
90,39,43,24.44743944,6.7693455,mianwali
84,38,43,26.57421679,7.26158085,sialkot
91,21,26,26.33377983,7.261313694,attock
107,21,26,26.45288458,7.235070264,rawalpindi 
83,38,35,25.70822684,7.18915558,isl
108,24,31,24.12832546,6.431899748,jehlum
116,28,34,23.44372334,6.42321105,chakwall
116,23,25,23.4123707,6.869720196,sarjodha
109,31,27,23.05951896,6.973839707,khushab
89,25,34,23.07895447,7.184801627,mianwali
118,18,32,27.6496114,6.351823783,bakar
111,32,34,25.46743689,6.392048018,faisalabad
84,36,28,26.7350622,6.119892347,tobataiksingh
85,33,25,26.20811417,6.910823945,jhang
99,15,27,27.0424167,6.501157208,gujrat
81,30,31,24.65090184,7.027585559,m.b.din
95,39,29,27.35152643,7.13411409,sialkot
81,34,30,25.17787724,6.647765997,narowall
80,15,28,23.11438731,6.703270635,gujranwala
104,20,26,27.22783677,7.493191968,hafizabad
109,29,28,23.26316991,6.724688503,shekupora
100,32,26,25.234661,6.043485685,nankana sahib
100,24,28,25.59535262,7.101661011,lahore
83,21,28,25.5674832,7.466900683,kasur
120,23,28,25.67324193,6.877799264,okara
104,26,30,24.40726724,6.410992833,sahiwal
108,33,31,23.69287069,7.393825704,pakpatan
91,25,26,24.53460016,7.482414225,multan
86,26,27,27.13140403,6.081172981,lodhran
98,18,27,27.56088634,6.516312148,khanewal
111,27,31,23.59302313,6.043330951,vihari
84,39,35,23.17714381,6.959404135,muzafargarh
98,27,27,24.71384065,7.238109556,layyah
118,21,34,24.38534644,7.234258375,d.g.khan
103,27,31,27.15998538,6.691541233,rajanpur
82,24,33,26.53543168,6.809593554,bahawalnagar
86,31,35,27.01207284,6.485761419,ryk
88,35,35,27.55906475,6.784460602,bahawalnagar
84,27,29,23.32293161,7.167092586,gujrat
120,40,33,24.23850608,6.73410539,m.b.din
106,40,30,23.42611644,6.779984384,sialkot
113,21,33,26.02241444,7.277422738,narowall
117,34,25,24.83846178,7.21270048,gujranwala
80,30,25,26.24092174,7.487266991,hafizabad
88,21,27,24.43011925,7.231166546,shekupora
113,33,34,26.00373964,6.559817161,nankana sahib
87,23,28,26.22367404,6.979590627,lahore
113,15,29,27.09617155,6.779230041,kasur
98,29,30,25.64004392,6.217974349,okara
97,29,27,27.74576987,7.205078785,sahiwal
85,35,32,26.24928198,6.854011265,pakpatan
82,29,35,26.67377159,6.246872394,multan
103,33,25,27.10210397,6.911066044,lodhran
112,17,28,27.62975458,6.777417989,khanewal
99,19,33,27.5364547,6.273741983,vihari
120,20,34,23.56960509,6.906124587,muzafargarh
114,27,28,24.99451759,7.162802357,layyah
100,40,35,27.56441788,6.955787351,d.g.khan
108,35,25,23.98143338,6.971963169,rajanpur
115,31,30,24.22984659,6.840927967,bahawalnagar
87,28,30,25.60153969,6.536676653,ryk
82,24,26,24.31274458,6.089443603,bahawalnagar
94,26,27,26.36629861,7.456460375,attock
87,28,35,26.5602777,6.759211911,rawalpindi 
118,40,35,26.35034208,7.460174812,isl
87,38,29,25.20406808,6.652642579,jehlum
92,40,30,23.35723208,6.026287448,chakwall
97,22,26,23.60567546,6.074190142,sarjodha
99,40,32,24.18471151,7.045543056,khushab
89,28,33,26.44414097,6.993236001,mianwali
112,39,29,26.12492233,6.726528895,bakar
111,28,26,27.77363343,6.937352845,faisalabad
114,20,26,25.55656667,7.27905689,tobataiksingh
117,26,30,27.92374437,7.079850922,jhang
111,29,31,26.05968403,6.136286518,gujrat
119,30,28,26.35770906,6.505203696,m.b.din
116,40,33,24.91370487,7.042089492,sialkot
95,37,35,27.31317116,6.348337519,narowall
86,40,33,26.1387869,7.432322234,gujranwala
117,37,32,23.1069385,6.787658922,hafizabad
105,18,35,23.52648086,6.743417121,shekupora
109,23,25,25.11711046,7.00733163,nankana sahib
80,18,31,24.02952505,7.303033217,lahore
101,31,26,26.70897548,6.861235184,m.b.din
103,33,33,26.71717393,7.131435858,sialkot
93,26,27,24.59245684,7.288211994,narowall
104,35,28,27.51006055,6.983732393,gujranwala
116,36,25,27.57847581,6.172090205,hafizabad
107,38,29,26.65069302,6.35118177,shekupora
101,33,33,26.97251562,6.908671379,nankana sahib
107,31,31,23.17124551,6.766184468,lahore
99,16,30,23.52652084,6.392791654,kasur
103,40,30,27.30901814,6.348316257,okara
118,31,34,27.54823036,6.123796057,sahiwal
106,21,35,25.627355,7.428523634,pakpatan
116,38,34,23.29250318,6.020947179,multan
97,35,26,24.91461008,6.334610249,lodhran
107,34,32,26.77463708,6.78006386,khanewal
99,15,27,27.41711238,6.086922359,vihari
118,33,30,24.13179691,6.362607851,muzafargarh
117,32,34,26.2724184,6.758792552,layyah
104,18,30,23.60301571,6.779832611,d.g.khan
